date,username,to,replies,retweets,text,mentions,hashtags,permalink
2020-02-03 23:46:52,In_Dave_idual,,0,0,Hi Leo @LeoVaradkar Would you now consider working with Sinn Fein if it meant you could be Tanaiste next week? #GE2020 #FineGael #SinnFein,@LeoVaradkar,#GE2020 #FineGael #SinnFein,https://twitter.com/In_Dave_idual/status/1224479396666511360
2020-02-03 23:23:32,mschiyabelle,IrishTimes,0,5,The #FiannaFail &amp; #FineGael strategy of ganging up on Mary Lou has backfired spectacularly. It appears they have but a few days to dig themselves out of a hole. There's a karmic beauty to it #GE2020,,#FiannaFail #FineGael #GE2020,https://twitter.com/mschiyabelle/status/1224473522392764417
2020-02-03 23:14:50,SuareSully,,0,0,#cblive .. Again on climate change we will be paying for the mistakes of #FineGael for years to come in more taxes! Middle class families are crippled in this country!,,#cblive #FineGael,https://twitter.com/SuareSully/status/1224471336963190790
2020-02-03 23:09:49,avrillynch82,FineGael,0,1,"Yet #FineGael @Damien_English gave the go ahead to #BioAtlantis to harvest 1840 acres of #Kelp in #Bantry Bay. #Kelp not only helps in preserving marine biodiversity, but for sequestering and locking away carbon for years. #CBLive #ClimateEmergency #GE2020",@Damien_English,#FineGael #BioAtlantis #Kelp #Bantry #Kelp #CBLive #ClimateEmergency #GE2020,https://twitter.com/avrillynch82/status/1224470072627994625
2020-02-03 23:05:58,of_playlist,,0,0,#GE2020 You can’t seriously propose a carbon tax on poor families at the same time as offering tax cuts to households on 100K a year. If you want to know why you are losing #FineGael that’s why.,,#GE2020 #FineGael,https://twitter.com/of_playlist/status/1224469101692833792
2020-02-03 23:00:47,avrillynch82,FineGael,0,0,"#FineGael @Damien_English gave the go ahead to #BioAtlantis to harvest 1840 acres of #Kelp in #Bantry Bay. #Kelp not only helps in preserving marine biodiversity, but for sequestering and locking away carbon for years. #ClimateEmergency #GE2020",@Damien_English,#FineGael #BioAtlantis #Kelp #Bantry #Kelp #ClimateEmergency #GE2020,https://twitter.com/avrillynch82/status/1224467800414138369
2020-02-03 22:58:41,JustPMac,,0,0,"Pointless football/politics comparison. Klopp couldn't turn it around for #FineGael at this stage. They need Big Sam. #FiannaFail are Man United, remembering former glories but currently aimless and the squad isn't there. #SinnFein are Leicester City 2015/2016. #GE2020 #Poll",,#FineGael #FiannaFail #SinnFein #GE2020 #Poll,https://twitter.com/JustPMac/status/1224467270992322561
2020-02-03 22:53:41,richardferris73,,0,2,So jack thinks the Greens will lead us to blackouts and #Sinnfein will bankrupt us...we should elect #Fiannafail and #finegael for the next hundred years..... oh wait we did #cblive #timeforchange,,#Sinnfein #Fiannafail #finegael #cblive #timeforchange,https://twitter.com/richardferris73/status/1224466010461351939
2020-02-03 22:44:27,loosehead62,,0,0,Richard Briton and #FineGael want home owners to borrow and pay up upgrade their homes to Green targets! While they allowed builders to self police construction standards over several years!,,#FineGael,https://twitter.com/loosehead62/status/1224463686854684673
2020-02-03 22:44:10,avrillynch82,FineGael,0,2,"#FineGael @Damien_English gave the go ahead to #BioAtlantis to harvest 1840 acres of #Kelp in #Bantry Bay. #Kelp not only helps in preserving marine biodiversity, but for sequestering and locking away carbon for years. #ClimateEmergency @BBKelpForest #GE2020",@Damien_English @BBKelpForest,#FineGael #BioAtlantis #Kelp #Bantry #Kelp #ClimateEmergency #GE2020,https://twitter.com/avrillynch82/status/1224463618349195265
2020-02-03 22:43:40,andreakirwan,,0,0,Ok #FineGael talking about value for money is rich tbh #cblive,,#FineGael #cblive,https://twitter.com/andreakirwan/status/1224463490896814081
2020-02-03 22:41:34,xantia8,,1,0,"#cblive People in #SocialHousing are better off than those of us that are trying to pay our mortgages . How are we going to pay for #Retro fitting ? Sick of seeing people getting handouts . €1,000 would not cover retrofitting your house #FineGael #FiannaFáil #EoinOBroin",,#cblive #SocialHousing #Retro #FineGael #FiannaF #EoinOBroin,https://twitter.com/xantia8/status/1224462965002375168
2020-02-03 22:40:47,loudymay,colettebrowne,0,0,"#FineGael ‘s problem is that they never understood the concept of “ Two ears, one mouth , use proportionally “ #@LeoVaradkar @Paschald",@Paschald,#FineGael,https://twitter.com/loudymay/status/1224462765403799552
2020-02-03 22:39:35,mrdavidflane,SineadOCarroll,2,0,There must be some in #FineGael asking why they ever dispensed with him. #GE2020 #cblive,,#FineGael #GE2020 #cblive,https://twitter.com/mrdavidflane/status/1224462464827494400
