date,username,to,replies,retweets,text,mentions,hashtags,permalink
2020-01-30 23:25:38,wildrover4711,,0,2,#TonightVMTV stop hiding behind the word CONTAGION. Its just another excuse that #FineGael use to justify not honouring the CE Supervisors LCR. Respect the Labour Court. #nopensionnovote #GE2020 #TonightVMTV @vincentbrowne @MaryLouMcDonald @MichealMartinTD,@vincentbrowne @MaryLouMcDonald @MichealMartinTD,#TonightVMTV #FineGael #nopensionnovote #GE2020 #TonightVMTV,https://twitter.com/wildrover4711/status/1223024499467202563
2020-01-30 23:17:47,TeresaFitzsimo5,SpudserConor,0,2,Maybe get out of the hole you've been hiding in from the talks on pensions for CE Supervisors which you promised you would resolve. #nopensionnovote #GE20 #FineGael #JusticeForCESupervisors,,#nopensionnovote #GE20 #FineGael #JusticeForCESupervisors,https://twitter.com/TeresaFitzsimo5/status/1223022524973363203
2020-01-30 23:15:25,EilisOHanIon,BBCNewsnight,0,0,Leadership pitch klaxon alert! #GE2020 #FineGael ,,#GE2020 #FineGael,https://twitter.com/EilisOHanIon/status/1223021930883751936
2020-01-30 23:12:03,coillteman,,0,0,"No Leo, they want to retire if they wish at 65 not 66 going on the dole because #FineGael don't want to give them WHAT THEY HAVE PAID FOR many of whom paid up to 65% or even higher income tax back in the day and of course PRSI. Get the wool out of the ears #VMTVBigDebate",,#FineGael #VMTVBigDebate,https://twitter.com/coillteman/status/1223021082023735297
2020-01-30 23:07:01,smythl1916,,1,0,#FineGael has just said they will not go into government with@sinnfeinireland are we set for the Same Again Same AgainFF&amp;FG Are we happy to watch homeless people in every step we walk on our journey each day These are not just homeless they are actual Humans #TonightVMTV,,#FineGael #TonightVMTV,https://twitter.com/smythl1916/status/1223019815780147201
2020-01-30 23:02:38,black5575,,0,0,Mary lou. #finefail are party of banks #FineGael are party of landlords. The people need #SinnFein the party of the gardai murderers #anybodybutsf #VMTVBigDebate,,#finefail #FineGael #SinnFein #anybodybutsf #VMTVBigDebate,https://twitter.com/black5575/status/1223018715261947904
2020-01-30 23:02:29,Cllr_Gerry,,3,6,If Mary Lou is serious about not having Fianna Fáil or Fine Gael n Government.... why didn’t SF run enough candidates to form an alternative Government... hurlers sitting on the ditch ... yet again #vmtvdebate #GE2020 #FineGael,,#vmtvdebate #GE2020 #FineGael,https://twitter.com/Cllr_Gerry/status/1223018674883366912
2020-01-30 23:00:47,wildrover4711,,0,1,"#FineGael Candidates, is your name on the naughty list. Did you vote against the CE Supervisors Pension Claim. FINE GAEL NO PENSION NO VOTE. #TonightVMTV #GE2020 #nopensionnovote @lukeming @wallacemick @ClareDalyMEP",@lukeming @wallacemick @ClareDalyMEP,#FineGael #TonightVMTV #GE2020 #nopensionnovote,https://twitter.com/wildrover4711/status/1223018246678380550
2020-01-30 23:00:13,tomasocarthaigh,,0,0,#FiannaFail kept #FineGael in power: a bit rich to fault others for bringing @finegael back to power... #vmtvdebate,@FineGael,#FiannaFail #FineGael #vmtvdebate,https://twitter.com/tomasocarthaigh/status/1223018105728905217
2020-01-30 22:58:27,lasteka,,0,0,"Hey Leo, how much extra taxes did #FineGael levy on us when you came to power.? Alot more than Sinn Fein. #GE2020 #GeneralElection2020 #vmtvdebate",,#FineGael #GE2020 #GeneralElection2020 #vmtvdebate,https://twitter.com/lasteka/status/1223017659362611203
2020-01-30 22:53:29,skbfilm,,0,0,#LiseHand: #FineGael &amp; #FiannaFáil are asking 'What can we do about Mary Lou?' https://jrnl.ie/4984443 via @liseinthecity @thejournal_ie #MaryLouMcDonald,@liseinthecity @thejournal_ie,#LiseHand #FineGael #FiannaF #MaryLouMcDonald,https://twitter.com/skbfilm/status/1223016410370256901
2020-01-30 22:50:56,wildrover4711,,0,0,Fine Gael its time to pay up. Its time to honour CE Supervisors LCR Pension Claim. Stop hiding behind the fear of Contagion. #FineGael @willieodeaLIVE @vincentbrowne @JOEdotie @thejournal_ie @rtenews #TonightVMTV #TonightVMTV #nopensionnovote #GE2020,@willieodeaLIVE @vincentbrowne @JOEdotie @thejournal_ie @rtenews,#FineGael #TonightVMTV #TonightVMTV #nopensionnovote #GE2020,https://twitter.com/wildrover4711/status/1223015768922738689
2020-01-30 22:50:45,JeanCashman,,0,0,"I have lost the will to live watching this!! Going back to First Dates!! The social parties make a lot Of sense but Ireland is afraid of massive change, including me!! #VMTVDebate #FineGael",,#VMTVDebate #FineGael,https://twitter.com/JeanCashman/status/1223015721669746689
2020-01-30 22:50:35,Cllr_Gerry,,0,0,Michael Martin ..Fianna Fáil..wanting to be honest to the electorate ... start off ... if you mean it ... by apologising for 14 years of bad government... which let to crash... which FG are sorting out... and you were a part of it .. big time #vmtvdebate #GE2020 #FineGael,,#vmtvdebate #GE2020 #FineGael,https://twitter.com/Cllr_Gerry/status/1223015679105863680
2020-01-30 22:44:35,Cllr_Gerry,,0,0,Is Eamon Ryan abdicating as Tanaiste.... before a vote was. Cast on 8th February.... unlike last week where he believed he was the shoe in #vmtvdebate #GE2020 #FineGael,,#vmtvdebate #GE2020 #FineGael,https://twitter.com/Cllr_Gerry/status/1223014170469322757
2020-01-30 22:39:06,SpudserConor,ReginaDo,0,2,"Are you for real.!! Honour the Labour Court recommendation to pay CE Supervisors a pension. OR check out 1 of the ##nopensionnovote #GE2020 #getcommunityspiritback #CESupervisors #JusticeForCESupervisors #pensioncrisis #stop67 ""Disgraceful statement #FineGael is being honest"" ",,#nopensionnovote #GE2020 #getcommunityspiritback #CESupervisors #JusticeForCESupervisors #pensioncrisis #stop67 #FineGael,https://twitter.com/SpudserConor/status/1223012790576783360
2020-01-30 22:37:56,coillteman,PaidiCole,0,0,"Yes indeed, Ivan showing his #FineGael pedigree. Should learn to listen to the answer before butting in with his own spake.",,#FineGael,https://twitter.com/coillteman/status/1223012495939579904
2020-01-30 22:37:05,Cllr_Gerry,,0,1,Sinn Fein .... after three years ... have just got back to the table in NI...not setting a target of 5 years. For border poll... disrespecting GFA #vmtvdebate #GE2020 #FineGael,,#vmtvdebate #GE2020 #FineGael,https://twitter.com/Cllr_Gerry/status/1223012281375653890
