date,username,to,replies,retweets,text,mentions,hashtags,permalink
2020-01-30 23:57:30,PowerSportzHall,EOBroin,0,0,Neither can Sinn Fein.,,,https://twitter.com/PowerSportzHall/status/1223032520280891392
2020-01-30 23:57:02,WWinters_,,1,0,"If Sinn Féin had a poor day at the local elections and the Greens had a good one, well the reverse will be true at #GE2020 Green issues are not coming up on the doors like #le19 and Eamon has sabotaged any hope of a green TD outside Dublin. #vmtvbigdebate",,#GE2020 #le19 #vmtvbigdebate,https://twitter.com/WWinters_/status/1223032404383879170
2020-01-30 23:55:06,john_mcguirk,,2,22,"You may have missed it today, but this is what former Sinn Fein staffer, and IRA prisoner, Matt Treacy, has to say about his former party: ",,,https://twitter.com/john_mcguirk/status/1223031918935072768
2020-01-30 23:54:57,MorelandJo,crakey1,1,0,He didn't speak to the IRA he spoke to Sinn Fein democratically elected MPs in order to find peace. Stop reading the Sun/Mail man,,,https://twitter.com/MorelandJo/status/1223031878506176514
2020-01-30 23:53:36,jediknight1985,,1,6,"Gary Murphy, who was a signed-up member of the cancellation of the RIC commemoration being a sign of our ‘immaturity’, telling us, people in the sanctity of the booth will flinch putting pen-to-ballot for Sinn Fein. Forgive me if I think that less than impartial. #TonightVMTV",,#TonightVMTV,https://twitter.com/jediknight1985/status/1223031537496731655
2020-01-30 23:53:32,johnom318,colettebrowne,4,9,"I know you're not a Sinn Fein supporter, I am by the way, but I just want to thank you for being fair and balanced in your reporting during this #GE2020 campaign. Sadly many jump on the #FiannaGael ""bash SF at all cost"" bandwagon.",,#GE2020 #FiannaGael,https://twitter.com/johnom318/status/1223031521273171973
2020-01-30 23:52:11,jackalexe,,2,0,"On the other hand Micheál Martin, who ideologically would be a lot closer to the Sinn Féin manifesto, has mostly ruled them out by reference to their history and the IRA connection. Those issues, once highlighted, are a lot harder to wave away through coalition negotiations #GE20",,#GE20,https://twitter.com/jackalexe/status/1223031182922829824
2020-01-30 23:52:07,udippy,LeviLove04,0,0,🤣😂🤣ah thanks for proving my point👍🏻 another Sinn Fein supporter this one only days old😆,,,https://twitter.com/udippy/status/1223031167638700036
2020-01-30 23:51:27,donegalclaret,Murphy57Murphy,0,0,Actually that is me waiting for a Sinn Fein canvasser lol,,,https://twitter.com/donegalclaret/status/1223030998558027776
2020-01-30 23:50:31,AOB_93,,0,0,That's twice this week Mary Lou and Sinn Fein come out the best in the broadcast debates.. my head is starting to lean towards them.. can't believe I'm saying that...,,,https://twitter.com/AOB_93/status/1223030762951315458
2020-01-30 23:48:39,Politicorak,sinnfeinireland,0,1,Its time for Change Its time for Sinn Fein Votail @sinnfeinireland No 1,@sinnfeinireland,,https://twitter.com/Politicorak/status/1223030292119683072
2020-01-30 23:48:08,jackalexe,,2,0,"I’m not saying it could happen. But... Leo has ruled out working with Sinn Féin several times now, and each time gives one of two main reasons: special criminal court &amp; SF’s specific tax/spend plans. Wouldn’t be hard, at all, to negotiate a PfG that defused those two issues",,,https://twitter.com/jackalexe/status/1223030161848913922
