date,username,to,replies,retweets,text,mentions,hashtags,permalink
2019-12-29 23:45:12,timbarry8,,1,1,";Eoghan Harris quotes Anthony Coughan as saying Sinn Fein were responsible for events between 1970 and 1997. Not a mention of decades of Unionist misrule, tyranny from the RUC and a blind eye from Fianna fail and Fine Gael.",,,https://twitter.com/timbarry8/status/1211433012031893505
2019-12-29 23:37:02,whisky501victor,DipperMc,0,0,"It'll not make that much of a difference if the EU has no future, no matter what your Sinn Fein heroes brainwash you into believing. Not to mention SF were always anti EU until the Brits wanted to leave.",,,https://twitter.com/whisky501victor/status/1211430958076977152
2019-12-29 23:25:45,schomberg66,bears_back,0,0,20 match ban for being racially abused. Welcome to Sinn Fein SNP Scotland. #testthejunkie,,#testthejunkie,https://twitter.com/schomberg66/status/1211428118478675968
2019-12-29 22:50:52,sulaAlice,jane738,0,0,"versus - spaffer lying #PortonDown while #Corbyn takes a measured approach - he is, ask Merkel - openly spoke to Sinn Fein while thatcher was in secret talks with IRA - H&amp;H that came about as a result of Israeli govt aggression #landgrab #apartheid - 🙄 - what? 🙄 etc etc",,#PortonDown #Corbyn #landgrab #apartheid,https://twitter.com/sulaAlice/status/1211419340362391553
2019-12-29 22:37:01,Mick_Rob_OD,Mick_Rob_OD,1,0,BTW. I have never and will Never vote Sinn Fein.,,,https://twitter.com/Mick_Rob_OD/status/1211415853515845633
2019-12-29 22:32:49,ferryfoe27,Brendanlovesu1,1,0,Absolute nonsense! Ask @sajidjavid if this is true? It’s like saying Sinn Fein is rife with unionism!,@sajidjavid,,https://twitter.com/ferryfoe27/status/1211414797939617794
2019-12-29 22:27:02,thehotash,TheDisquieted,0,1,these are the scum that the likes of christy moore and sinn fein stand up for . trying to close down free speech about stuff like this .,,,https://twitter.com/thehotash/status/1211413340725161991
2019-12-29 22:24:02,mjoran,RichyMargerison,1,0,Sinn Fèin and the IRA belong to the same Republican movement,,,https://twitter.com/mjoran/status/1211412589147807744
2019-12-29 22:23:57,Katy_Scarletta,,0,5,": “There is a brief that the effect of 1992 will be to cut IRA revenue from smuggling, increase haulage traffic and provide opportunities for the IRA through the lapse of official (customs) controls. (No wonder Sinn fein did not want customs at the border in brexit)",,,https://twitter.com/Katy_Scarletta/status/1211412568536952832
2019-12-29 22:23:37,Graham_G_,PaulGosling1,0,0,"Please let it be Marty's son, 🙏 he has already declared that sinn Fein stopped Brexit, so we know what we're getting.. a spoofing kunt 😂😂",,,https://twitter.com/Graham_G_/status/1211412481421316097
2019-12-29 22:08:15,nobodytoknow,BorisJohnson,0,0,Get MI5 and SB all over SNP/Sinn Fein! They're the enemy within. ,,,https://twitter.com/nobodytoknow/status/1211408616479186945
2019-12-29 21:57:52,mac_eilis,,0,0,Make the SWITCH to Sinn Féin in 2020 Build a BETTER Ireland ,,,https://twitter.com/mac_eilis/status/1211406001863380994
2019-12-29 21:57:40,JoeMallon8,Miners_Strike,0,0,An icon of socialist practice. Unlike Sinn Fein MPs who take massive expenses that go into party coffers yet their constituents are the highest in poverty in NI if not UK. Not one SF MP volunteered in a food bank or homeless shelter over Xmas. Donkeys leading sheep.,,,https://twitter.com/JoeMallon8/status/1211405952186036227
2019-12-29 21:52:01,Rorschach85,M_AndersonSF,1,0,Sinn Fein/IRA killed 3 serving MP's you monster.,,,https://twitter.com/Rorschach85/status/1211404530669301760
2019-12-29 21:49:48,mac_eilis,,0,0,We're giving Workers and Families More Sinn Féin ,,,https://twitter.com/mac_eilis/status/1211403972940091393
2019-12-29 21:48:58,mac_eilis,,0,0,We will reduce the Retirement age to 65 Sinn Féin ,,,https://twitter.com/mac_eilis/status/1211403763459735552
2019-12-29 21:44:22,Mickyfin6,AndyBelfast,1,0,"😂😂🙈That's the view of unionists people have for sinnfein and the ra, yet on one hand like you're saying yous want Republicans done for killings without evidence yet when evidence comes to light about security forces killings you don't want the law to apply to them, hypocrites",,,https://twitter.com/Mickyfin6/status/1211402603969560576
2019-12-29 21:41:06,AndyBelfast,Mickyfin6,1,0,Sinn Féin’s position is that the IRA are above the law but all others are not. There is one law. It applies equally to security forces and paramilitaries.,,,https://twitter.com/AndyBelfast/status/1211401783219802115
2019-12-29 21:25:57,Colin899Dean,little_pengelly,1,0,Sinn Fein don't want a Unionist about the place.,,,https://twitter.com/Colin899Dean/status/1211397971327225856
2019-12-29 21:21:50,AndyBelfast,Mickyfin6,1,0,"I haven’t a clue what you’re saying. Sinn Fein refuse to acknowledge that the IRA broke the law and murdered hundreds of people. But they insist, rightly, loyalist paramilitaries and security forces did break the law by murdering people!!",,,https://twitter.com/AndyBelfast/status/1211396935501910016
2019-12-29 21:11:52,kierstaff55,DarranMarshall,0,0,Haven't a clue who or what she is but the strategy of Sinn Fein is to promote the most belligerent anti-unionist/united irelanders into positions of power to further divide the community. They need conflict to survive.,,,https://twitter.com/kierstaff55/status/1211394425097719813
2019-12-29 21:09:58,RichyMargerison,jane738,1,0,Corbyn didn't have access to any info from security services at the time. Only had May's word for it. He met Sinn Fein not the IRA. He never supported Hamad or Hezbollah. The rest isn't worth anything.,,,https://twitter.com/RichyMargerison/status/1211393950084423681
2019-12-29 20:53:19,79_gunrunner,Furrymurkin,0,0,"This is the problem. We have a new enemy. More sly, divisive and insidious that will destroy our country quicker and more effectively than the British ever could. The #EU. Complicit Irish politicians (including Sinn Fein) corrupt media, NGO's and charities and looney left idiots",,#EU,https://twitter.com/79_gunrunner/status/1211389759278456834
2019-12-29 20:48:54,AndyBelfast,Mickyfin6,1,0,He was murdered for sure but why were IRA victims not murdered according to Sinn Fein?,,,https://twitter.com/AndyBelfast/status/1211388646902894592
2019-12-29 20:39:10,VISCONTIMARINA,,0,1,Sinn Fein: Support a ban on cruel hare coursing http://chng.it/srgv6nj7 di @Change,@Change,,https://twitter.com/VISCONTIMARINA/status/1211386196141715456
2019-12-29 20:32:39,timerousbeastie,tumber_paul,0,0,Wait till this guy finds out about Sinn Fein. ,,,https://twitter.com/timerousbeastie/status/1211384556818968577
2019-12-29 20:26:18,Spike16262364,hunterathelen1,0,1,"Does that include Northern Ireland under the same terms and conditions as the rest of United kingdom,or are you afraid of Sinn Fein IRA ",,,https://twitter.com/Spike16262364/status/1211382959623806978
2019-12-29 20:18:07,BullionBlue,Beaumont296,0,0,"Celtic, Sinn Fein, Neil Lennon, Royston, BBC Scotland, Rod Stewart, Jim Torbett, Glasgow Council, Neil Lennon and Gerry Adams. Your bhoys took one helluva beating.",,,https://twitter.com/BullionBlue/status/1211380898958135302
2019-12-29 20:11:02,SeanoReilly80,emeraldunion,1,0,"Oh right, so it has nothing to do with sexual abuse within the CC and the 800 bodies that were buried in tuam. Sinn Fein on the membrane...",,,https://twitter.com/SeanoReilly80/status/1211379116039180294
2019-12-29 20:07:45,mark_5_9,Gabriel_Pogrund,2,0,"Paying money to them is funding, like it or not. I help fund a number of Sinn Fein MPs and MLAs who refuse to do their job. Just because I hate doing it doesn't mean it isn't happening",,,https://twitter.com/mark_5_9/status/1211378290407215104
2019-12-29 19:55:24,c0nallmccallig,,0,0,"😺✏ — Looking at the alternative budgets I see that Sinn Féin's proposals are weaker, more centrist, and more reformist. ",,,https://twitter.com/c0nallmccallig/status/1211375181844897798
2019-12-29 19:52:27,Donwyn6,jane738,1,1,"Re the Cenotaph was he being anti western when he stayed behind to talk to the veterans whilst the others went off to feed their faces, re Salisbury, what's wrong with saying we need to wait for proof, re Sinn Fein visit, wasn't talking to them key to the Belfast agreement?",,,https://twitter.com/Donwyn6/status/1211374440849821699
2019-12-29 19:48:56,beyourself1979,,0,0,@codownspectator any reason why the traditional dry hunt at Crawfordsburn has been cancelled this year ??? Again bangir Sinn Fein have got there way,@codownspectator,,https://twitter.com/beyourself1979/status/1211373556006883329
