date,username,to,replies,retweets,text,mentions,hashtags,permalink
2020-02-05 23:58:55,OConnorOisin,tangentfairy,2,0,"Saying ""free public transport"" isn't a transport policy.",,,https://twitter.com/OConnorOisin/status/1225207205869293568
2020-02-05 23:58:02,gavnugent,RBOSull,1,0,You mean Mark Dearey who ran on a repeal the 8th platform the last time he sought election? 🤔,,,https://twitter.com/gavnugent/status/1225206981557997568
2020-02-05 23:55:31,noonan_malcolm,,1,2,Elvis had left the building when I called today @greenparty_ie @KkCarlow #takingcareofbusiness #ge2020,@greenparty_ie @KkCarlow,#takingcareofbusiness #ge2020,https://twitter.com/noonan_malcolm/status/1225206350608769024
2020-02-05 23:54:29,clareCEnetwork,CeGalway,0,0,@greenparty_ie @RoisinGarvey A statement on the 2008 Labour Court Recommendation to implement a pension for CE Supervisors would be welcome,@greenparty_ie @RoisinGarvey,,https://twitter.com/clareCEnetwork/status/1225206088523567110
2020-02-05 23:54:17,daithibhard,RBOSull,0,0,That speaks worryingly to how you imagine your party should behave in government if you think what @orchidsbudget has been harassing your party.,@orchidsbudget,,https://twitter.com/daithibhard/status/1225206038254817281
2020-02-05 23:54:09,GoodMornWD,GoodMornWD,0,0,Any update on this Question yet from @WaterfordGreens,@WaterfordGreens,,https://twitter.com/GoodMornWD/status/1225206005744705536
2020-02-05 23:53:04,jpal2001Paul,DebsNaylor,1,0,But an urban based transport system is grossly unsuitable for Rural Ireland.,,,https://twitter.com/jpal2001Paul/status/1225205733605679104
2020-02-05 23:52:07,neasabh,OkeeffeLynn,0,0,@fiannafailparty in all of Galway 🙄,@fiannafailparty,,https://twitter.com/neasabh/status/1225205492395499525
2020-02-05 23:51:21,RBOSull,SaoirseMackin,0,0,Thank you 💖,,,https://twitter.com/RBOSull/status/1225205300489281537
2020-02-05 23:50:34,SaoirseMackin,RBOSull,1,0,I’ll DM you the few names that I have,,,https://twitter.com/SaoirseMackin/status/1225205101758906369
2020-02-05 23:49:00,RBOSull,daithibhard,4,0,"I’ll look into it, thank you. Also, the one person I’ve seen being blocked has been bordering on harassment for days now, I don’t blame them for blocking that person",,,https://twitter.com/RBOSull/status/1225204708345892865
2020-02-05 23:43:12,barryoglesby,barryoglesby,0,0,I'd say all large parties have a segment who have mixed or complex opinions on abortion. It's a subject that should test everyone's ethics rigorously so having people who disagree in your party wouldn't be a sign of weakness in my opinion.,,,https://twitter.com/barryoglesby/status/1225203247738228742
2020-02-05 23:41:57,gearoidyo,SaoirseNG,0,0,"Basically, if we follow this order we wont go far wrong. National Party, IFP , Renua, Independent. Try tell that though to Frank Fianna Gael and Fionnuala Fianna Fail who think they are being edgy and supporting change by voting for Sinn Fein..",,,https://twitter.com/gearoidyo/status/1225202933421223942
2020-02-05 23:41:00,KevBMBF,cormacDublin,0,0,@greenparty_ie @EamonRyan Is this really your policy?? Please reverse this and make a complaint https://www.eib.org/en/about/accountability/complaints/index.htm,@greenparty_ie @EamonRyan,,https://twitter.com/KevBMBF/status/1225202697521057792
2020-02-05 23:39:47,RBOSull,daithibhard,1,0,"I do, because that’s one candidate of 39. I’m in Cork, I’ve never met David, or honestly heard of him before all this mess. To just start spouting numbers, and then refusing point blank to substantiate them in anyway is ridiculous",,,https://twitter.com/RBOSull/status/1225202389369729025
2020-02-05 23:37:52,WilderlandT,ClareOC_,0,1,"Yeah, theyre as shallow as a worms grave frankly. I kind of know there was little if nothing to them around 2010 but this campaign has really confirmed it for me.",,,https://twitter.com/WilderlandT/status/1225201908278755328
2020-02-05 23:37:51,daithibhard,RBOSull,1,0,The local green party chose him over Donna Cooney who was one of the main leaders the DBN repeal movement which secured one of the largest pro repeal votes in Ireland but you think people's resulting distrust of you on this issue is purely political? Really?,,,https://twitter.com/daithibhard/status/1225201903799341056
2020-02-05 23:37:34,barryoglesby,philipoconnor,1,0,Is your point that all party members would follow a predefined doctrine? Eg. Saoirse McHugh is anti carbon tax. Or is it that in this topic everyone needs to get in line?,,,https://twitter.com/barryoglesby/status/1225201832034816000
2020-02-05 23:36:41,Campaign4Arts,LouiseDonlon,0,0,“Bring funding to the Arts Council back up to 2008 levels (€82 million) with a view to doubling investment in the Arts Council to a total of €130 million over the next six years. This will bring Ireland in line with the EU-28 Average.” Is what they said in the manifesto.,,,https://twitter.com/Campaign4Arts/status/1225201608834928641
2020-02-05 23:35:51,WilderlandT,ClareOC_,0,0,"Wow, I didnt even get that with #Corrib! Go ye! :D",,#Corrib,https://twitter.com/WilderlandT/status/1225201401845997569
2020-02-05 23:28:17,ShamingDeValera,SaoirseMackin,0,0,"DM us so, we are both members and Rob is on a committee. Both our DMs are open, we can get you the official response you are seeking, speculating and posting sensationalist tweets you are not presenting evidence for will not.",,,https://twitter.com/ShamingDeValera/status/1225199494570094592
2020-02-05 23:28:15,RBOSull,SaoirseMackin,1,0,"We’re both members who want to know, and would be in a position to reasonably confirm/deny. Not letting us know is so so irresponsible. Surely you’d want to know if some Soc Dems were (purely a hypothetical example) climate deniers or something",,,https://twitter.com/RBOSull/status/1225199489025298433
2020-02-05 23:27:43,rothairisbeoir,SaoirseMackin,0,0,"Again, some people are great at providing sustainable transport on a local government level, they're brilliant at that job, perhaps they're not best suited to legislating on a national level",,,https://twitter.com/rothairisbeoir/status/1225199352748105728
2020-02-05 23:26:06,SaoirseMackin,ShamingDeValera,2,0,1. The Greens account do not have their DMs open and I’m not sure they would reply to the question either since they are blocking some that ask - bad look. 2. I think the party should officially clarify the amount of anti-choice candidates since there is uncertainty,,,https://twitter.com/SaoirseMackin/status/1225198948010340352
2020-02-05 23:22:58,mikesMiniMen,,0,0,#TonightVMTV great point by Steven Matthews and reiterated by Ivan @stevensgreen1 SF first in queue to cut funding and then first in queue to look for services @greenparty_ie #GE2020 #Wicklow,@stevensgreen1 @greenparty_ie,#TonightVMTV #GE2020 #Wicklow,https://twitter.com/mikesMiniMen/status/1225198157686067200
2020-02-05 23:22:27,RBOSull,yascaoimhin,0,0,"Almost more importantly, if credible sources are saying there’s a rash of anti-choicers in my party, I’d really like to know so I can 1) check. 2) tell them to fuck off. 3) leave the party",,,https://twitter.com/RBOSull/status/1225198026073018368
2020-02-05 23:22:14,SaoirseMackin,yascaoimhin,1,0,"I hope so - and when the party officially confirms that, I’ll be happy. But they should do so.",,,https://twitter.com/SaoirseMackin/status/1225197972184543233
2020-02-05 23:21:40,ShamingDeValera,SaoirseMackin,1,0,"DM me or Rob please so we can check this out. Why publicly state it at all if you're not sure? You could have DM'd the party or subgroup accounts. It's slander against the party even if you're not using names, and a bad look as a representative of another party.",,,https://twitter.com/ShamingDeValera/status/1225197828768702467
2020-02-05 23:20:55,niamise,niamise,1,0,Here’s a news item,,,https://twitter.com/niamise/status/1225197642189299716
2020-02-05 23:20:45,yascaoimhin,SaoirseMackin,2,0,It’s not even slightly required to shit@on other small parties. One candidate voted against repealing the 8th amendment. That’s where the anti-choice element with the Green Party begins and ends.,,,https://twitter.com/yascaoimhin/status/1225197597956153344
2020-02-05 23:19:47,RBOSull,SaoirseMackin,0,0,"Both of our DMs are open, Saoirse",,,https://twitter.com/RBOSull/status/1225197357811281926
2020-02-05 23:19:13,SaoirseMackin,SaoirseMackin,1,0,"If I named them and it wasn’t true, I would be accused of slandering their campaign and it would be unfair to do so",,,https://twitter.com/SaoirseMackin/status/1225197214223470593
2020-02-05 23:18:37,SaoirseMackin,ShamingDeValera,2,0,I’m not. I’m simply asking the party to clarify exactly how many there is. I’m not going to name someone and accuse them of being anti-choice and damage their campaign if it’s not true. Thats why I want an official clarification as I have heard of some others.,,,https://twitter.com/SaoirseMackin/status/1225197063744479233
