date,username,to,replies,retweets,text,mentions,hashtags,permalink
2019-12-09 23:55:14,TrumanKelly,doneroami,0,0,"Nah. It's a cartel Fine Gael, Fianna Fail, Labour, &amp; Greens.",,,https://twitter.com/TrumanKelly/status/1204187780626239488
2019-12-09 23:53:52,TrumanKelly,johnom318,1,0,Fine Gael and Fianna Fail voters are heartless scum too.,,,https://twitter.com/TrumanKelly/status/1204187438966550533
2019-12-09 23:32:13,jpal2001Paul,fiannafailparty,0,0,Fianna Fail must share the blame as you are propping up the government.,,,https://twitter.com/jpal2001Paul/status/1204181987872923648
2019-12-09 23:20:36,fionntan_austin,SenatorMarkDaly,0,0,"Fianna Fail do not care about the north ! This is a political stunt in attempts to out Sinn Fein. @ElishaMcC_SF is the hardest working MP, she works tirelessly for the people of Derry and since 2017 she has delivered ! Vote McCallion X in Foyle! #GE19 #McCallion",@ElishaMcC_SF,#GE19 #McCallion,https://twitter.com/fionntan_austin/status/1204179065055432704
2019-12-09 23:07:48,WilliamMcGowa15,dmcbfs,0,0,The Fianna Fáil link-up is ‘fluid’,,,https://twitter.com/WilliamMcGowa15/status/1204175844521971719
2019-12-09 23:03:04,eebfc876fea644b,Politicorak,0,0,So who is the sdlp linked with is it fianna fail or fine Gael or will they take any help from anyone in the south,,,https://twitter.com/eebfc876fea644b/status/1204174653184466947
2019-12-09 23:02:49,var_dee,KevDoyle_Indo,0,0,"Vote Fianna Fáil SDLP, get FG",,,https://twitter.com/var_dee/status/1204174590680981509
2019-12-09 22:53:23,nikki_gavan,LeoVaradkar,0,2,Neither Fine Gael nor Fianna Fáil will contest a single election in the north 🙄🙄🙄 At this rate they are gonna need a bigger ditch to hurl from Dublin in .... ,,,https://twitter.com/nikki_gavan/status/1204172218441388032
2019-12-09 22:45:00,Dmagallagher,,0,0,The RTE love affair with Fianna Fáil continues they can’t help having a go at them #RTE,,#RTE,https://twitter.com/Dmagallagher/status/1204170105732706304
2019-12-09 22:42:20,eebfc876fea644b,LeoVaradkar,0,0,If fine Gael are so eager to swear allegiance to the English queen why don't they and fianna fail stand in the elections hear in the north of Ireland,,,https://twitter.com/eebfc876fea644b/status/1204169435361226757
2019-12-09 22:41:58,dlooney,,0,0,Big shout out too to to the inimitable @eamonderry. Gaddafi knowing about scrawny Fianna Fáil cows from the west and fat Fine Gael cows from Meath!!!!,@eamonderry,,https://twitter.com/dlooney/status/1204169342927147009
2019-12-09 22:09:40,PolyglotPaul,,0,0,"Pretty much where Fianna Fáil position themselves now, then!",,,https://twitter.com/PolyglotPaul/status/1204161215448125441
2019-12-09 21:53:29,IRLPatricia,LeonaONeill1,10,10,I see FIne Gael Euro candidate Mark Durkan is canvassing with SDLP leader Colum Eastwood who’s party is in a special relationship with Fianna Fáil. I have the greatest respect for both men but this is confused messaging. ,,,https://twitter.com/IRLPatricia/status/1204157143970144257
2019-12-09 21:50:22,urlofcork,,0,0,Just when Fianna Fail are making a bit of headway #inleaguewithGaddafi brings on a Rogues Gallery of eeem questionable ministers and Taoisigh,,#inleaguewithGaddafi,https://twitter.com/urlofcork/status/1204156359199141889
2019-12-09 21:42:01,SammyRepartee,LeonaONeill1,0,0,"Why is Colum Eastwood out campaigning with the Fine Gael Euro Elections Candidate? Are they SDLP not linked up with Fianna Fail? Oh, hang on... ",,,https://twitter.com/SammyRepartee/status/1204154256997191681
2019-12-09 21:30:39,OgraFiannaFail,,0,0,"Lá breithe sona do Tom Ó Cathail, Uachtarán Ógra Fianna Fáil 🎊 ",,,https://twitter.com/OgraFiannaFail/status/1204151397576560640
2019-12-09 21:29:29,Cfergus2019,bob_owe,1,0,Didnt know Fine Gael or Fianna Fail stood in the UK,,,https://twitter.com/Cfergus2019/status/1204151103018938368
2019-12-09 21:23:53,emmajfaulkner,,3,1,Imagine praising the SDLP on anything they’ve done recently when they’ve sold what was left of their soul to Fianna Fáil,,,https://twitter.com/emmajfaulkner/status/1204149693040779264
2019-12-09 20:58:50,Kevin_Lally,OwenHanleyLives,0,0,"Further evidence, if it was needed, that Fianna Fáil &amp; Fine Gael are two sides of the same coin. ",,,https://twitter.com/Kevin_Lally/status/1204143390906101760
2019-12-09 20:40:21,garrettmullan,magmagmagnus,2,0,It doesn't work. In ireland there is the Labour party social democrats sinm fein independents for change solidarity and people before profit on the left of the spectrum. On the right there is fianna fail fine gael independents and the greens in the centre. Pr stv lds to fragment,,,https://twitter.com/garrettmullan/status/1204138738663796739
2019-12-09 19:59:47,Galwaygogo1,LeoVaradkar,0,1,Arent fianna fail keeping you in your seat for now! That's enough for them to do with Brexit and the cost of your wired broadband is detrimental to our public services! #buyingvotes,,#buyingvotes,https://twitter.com/Galwaygogo1/status/1204128526514958336
2019-12-09 19:56:29,Seachran,c0nallmccallig,0,2,What's the difference between Fianna Fail and Sinn Fein? 70 years ,,,https://twitter.com/Seachran/status/1204127697426878465
2019-12-09 19:28:57,watbanner,fiannafailparty,1,0,#Blueshirts could not have embedded #neoliberal #austerity #privatisation economic social policies without full collaboration of #FIANNAFAIL &amp; #Labour,,#Blueshirts #neoliberal #austerity #privatisation #FIANNAFAIL #Labour,https://twitter.com/watbanner/status/1204120769434968064
2019-12-09 19:12:13,ConorRuth,LucasOCorcora,0,0,"That is far from a reasonable question. To even suggest that Fianna Fáil support an exit from the European Union is ridiculous, absurd, nonsensical and completely unfounded. There’s no question about that. Richmond searching for attention and nothing more.",,,https://twitter.com/ConorRuth/status/1204116558710214656
2019-12-09 19:08:43,BryanMallonOFF,LucasOCorcora,0,0,“I don’t believe FF would advocate leaving the EU” yet you see it as a “reasonable question” to ask “Are Fianna Fáil becoming the party of leave?” That doesn’t make sense.,,,https://twitter.com/BryanMallonOFF/status/1204115677231173637
2019-12-09 18:55:53,sforsavagery,,0,0,"And this isn’t to say Ireland’s system is perfect, reminder that you’re a classist, racist eegit if you vote in Fine Gael or Fianna Fáil :))",,,https://twitter.com/sforsavagery/status/1204112448598487040
2019-12-09 18:44:14,RayMinehane,MMurphyOMahony,0,0,"To be fair her party member Billy did not vote on saving people from drowning in EU waters. Tis good to see Fianna Fail join in the ""foreigner"" or other campaign. Also how many of these boats are european and legally there? ",,,https://twitter.com/RayMinehane/status/1204109515731427330
2019-12-09 17:40:32,AdrianKavanagh,,1,0,"Fianna Fáil support trends in Donegal South-West at the 2007 General Election - note the very high levels of support enjoyed by the party across the entire constituency, but also the especially high levels enjoyed in their candidates’ main bailiwicks #DonegalWeek #YearofGeography",,#DonegalWeek #YearofGeography,https://twitter.com/AdrianKavanagh/status/1204093484954791937
2019-12-09 17:34:53,echolivecork,,0,0,Fianna Fáil in Cork: 'Very brave' to be welcoming the broadband plan given the 'calamity' of its introduction ,,,https://twitter.com/echolivecork/status/1204092062859177984
2019-12-09 16:41:45,Sophiewhaat,fiannafailparty,1,0,Fianna Fáil continuously supports Fine Gael so why act like this only Fine Gael’s fault? ,,,https://twitter.com/Sophiewhaat/status/1204078693557121024
2019-12-09 16:16:39,phkelly,SeainMac,0,0,"Short memory of the SDLP and Fianna fail They didn't roll into town in 1969 but instead abandoned the people off Derry an the nationalist across the North to the savages of the British and the unionist, in those days there was no IRA the actions of FF led to the formation of PIRA",,,https://twitter.com/phkelly/status/1204072376792686592
2019-12-09 16:15:11,clare_ppn,,0,0,Pat McMahon behalf of Fianna Fáil 'Mike was a highly successful businessman. A highly positive man. He wanted to help in any situation. Michael will not be forgotten' – at Clare County Council,,,https://twitter.com/clare_ppn/status/1204072005328408580
2019-12-09 15:16:36,FiannaFailOY,,0,1,REMINDER: A meeting of Offaly Fianna Fáil takes place at 9pm tonight (Monday) in the Tullamore Court Hotel.,,,https://twitter.com/FiannaFailOY/status/1204057262320472064
2019-12-09 14:55:21,ClareEcho,,0,0,Carey takes aim at Clare’s Fianna Fáil councillors https://www.clareecho.ie/carey-takes-aim-at-clares-fianna-fail-councillors/,,,https://twitter.com/ClareEcho/status/1204051915933409281
2019-12-09 14:21:51,IcebergsMelting,,0,0,Irish Government Debt to GDP ratio is almost back to 1996 levels. We have an awful long way to go to undue the @Fiannafail #BankBailout,@fiannafail,#BankBailout,https://twitter.com/IcebergsMelting/status/1204043484786765824
2019-12-09 14:05:10,kingkane,fiannafailparty,0,0,"""Fianna Fail will do what we've always done, we'll throw money at it in the hope that some of it will prove to be effective. Just like we did when trebling spending on health from 1997 to 2007."" And we'll be vague about where the money comes from. ",,,https://twitter.com/kingkane/status/1204039286305312768
2019-12-09 14:00:13,TheRealCulls,Michael_O_Regan,0,0,"And a Fianna Fáil government, to boot.",,,https://twitter.com/TheRealCulls/status/1204038038864744449
2019-12-09 13:46:55,scrahallia,drbenwhite,0,3,Equally voting for Fine Gael/Fianna Fail (in Ireland) to fix decades of FFFG is insanity.,,,https://twitter.com/scrahallia/status/1204034695555682307
2019-12-09 13:35:04,Kevin_Lally,oconnellhugh,0,1,"This statement issued by Fine Gael is a perfect example of how out of touch they have become. If they think this is the sort of thing that ordinary people worry about, they are finished at the next election Fianna Fáil arent any better BTW 🙄 ",,,https://twitter.com/Kevin_Lally/status/1204031713078382592
2019-12-09 13:25:56,Seachran,danielbakersf,2,0,"PBP's goal isn't to parish pump or take credit for the council building something, it's to help build mass movements a la the water charges when establishment politicians go on about how we 'haven't delivered' what they really mean is that we aren't tryna be Fianna Fail tbh",,,https://twitter.com/Seachran/status/1204029414356537346
2019-12-09 13:02:01,eunanharkin95,SenatorMarkDaly,0,1,Fianna Fáil - 'The Republican Party' 😂😂 Hypocrites.,,,https://twitter.com/eunanharkin95/status/1204023394041241601
2019-12-09 12:46:08,winding_sios,deeharvey,1,0,I didn’t; he was dead by then. I blamed him for writing the Social Chapter part of the Constitution. Fianna Fáil proposed the 8th Amendment. A majority of Irish voters went along with it.,,,https://twitter.com/winding_sios/status/1204019398647918592
2019-12-09 12:45:14,lichamber,nealerichmond,3,0,"Trying to label Fianna Fáil as being a leave party is a desperate attempt by yourself to get attention. What I can’t understand is how the @FineGael press office sanctioned this dangerous statement, a moment of madness I assume.",@FineGael,,https://twitter.com/lichamber/status/1204019171320827906
2019-12-09 12:33:16,PaulDHeenan,rossPosting,0,0,"Sinn Féin or DUP is your choice in the North (which is a shame since I don’t particularly like either but got to see the DUP lose a few seats!). Alliance, SDLP/Fianna Fáil and UUP have no chance.",,,https://twitter.com/PaulDHeenan/status/1204016160120999937
2019-12-09 12:13:20,BryanMallonOFF,CllrKRedmond,1,0,Fianna Fáil have a proven track record of building social and affordable housing and are responsible for ensuring Ireland had the highest home ownership rates in Europe. ,,,https://twitter.com/BryanMallonOFF/status/1204011142085042176
2019-12-09 12:10:12,Irishede,ClaireMSimpson,0,0,Spent last 5 years in retirement falling out over pact with Fianna Fáil who still align with sdlp but got free run for cozy job &amp; is back for more knee bending royal allegiance commoner slavery.,,,https://twitter.com/Irishede/status/1204010352259870720
2019-12-09 12:05:32,CA_Gerrard71,BO5hea,3,0,Was Mary Lou in Fianna Fail at one time? Is it true she's from a strongly FF family?,,,https://twitter.com/CA_Gerrard71/status/1204009180992081922
2019-12-09 11:37:31,dom1nickb,nealerichmond,0,0,Are Fianna Fáil - members of the ALDI Group (formerly led by Guy Verhofstadt) - becoming a leave party? There are bigger things to talk about than this Neale.,,,https://twitter.com/dom1nickb/status/1204002129867935744
2019-12-09 11:07:42,CromCoops,nealerichmond,0,0,"""Stepping into the gutter"" happen when MMMOM decided to point at all dem forin boats. It's this kind of nonsense that chips away at support for the EU. Fianna Fail should be above this.",,,https://twitter.com/CromCoops/status/1203994626291568641
2019-12-09 11:04:35,WhipperWills,WhistleIRL,0,6,#homeless #Ireland Stop the @finegael @fiannafail pogrom on the homeless. ,@FineGael @fiannafail,#homeless #Ireland,https://twitter.com/WhipperWills/status/1203993840144855043
2019-12-09 11:00:04,thebloodiesword,CharlieFlanagan,0,0,"B/c it will be hate speech to ""have our say"" soon won't it? What you monsters are doing is the same as internment. 2020 Election choices: Fine Gael: The Communist Party Fianna Fail: The Socialist Party",,,https://twitter.com/thebloodiesword/status/1203992703857561600
2019-12-09 09:45:36,Bernieadufe,,0,0,Fianna Fáil Health spokesperson Stephen Donnelly has claimed that a simple 3-point plan could help end the commuter nightmare on one of Wicklow’s busiest roads before Christmas. Turning... ,,,https://twitter.com/Bernieadufe/status/1203973963845685249
2019-12-09 09:42:20,Slartibarthol,fiannafailparty,0,2,Fianna Fail the handle of the Fine Gael Manure shovel!!,,,https://twitter.com/Slartibarthol/status/1203973143523680257
2019-12-09 09:02:49,loreillysf,Adam_Higgins27,3,36,Consultant steps down over lack of funding..parents & kids in extreme pain gravely concerned👇🏻Please read this &amp; remember fianna fail (less that a year ago) made sure Min Harris kept his job The con &amp; supply ‘deal’ works for ff but not for sick kids in pain #carecantwait,,#carecantwait,https://twitter.com/loreillysf/status/1203963197755215872
2019-12-09 07:58:54,LynasGavin,DonalConnell1,0,0,"Yes and you assume that every one in the south wants a UI?? Which is complete nonsense, Fina Gael and Fianna Fail both rejected a border poll again last week! UI eventually and when its peacful is the anwser you'll get from them both! We're not there yet!!",,,https://twitter.com/LynasGavin/status/1203947111705980930
2019-12-09 07:56:47,WhenstonedC,WhenstonedC,0,0,"Re: Empire of OTAN@@NATO! Dear @LeoVaradkar PBUH, Until @NATO becomes a @UKUN_NewYork 'Peace Keeping?' force it remains a brain dead BS seeking Zombie &amp; we Oirish R lucky 2 B just avoiding this 'Zombies .vs. Undead USSR!' Frat Brat party! - An Ex Anal-yst lost in #UK! :)",@NATO @LeoVaradkar @NATO @UKUN_NewYork,#UK,https://twitter.com/WhenstonedC/status/1203946580392513536
