date,username,to,replies,retweets,text,mentions,hashtags,permalink
2020-01-07 23:41:27,Donal_OKeeffe,skearon,6,4,"To be probably undeservedly fair to Fine Gael, (the Blueshirt Tories etc, etc,) Stephen, but they did have the thankless task of trying to put the country back together after your feckless pals in Fianna Fáil left us at the very tender indeed mercies of the IMF. #TonightVMTV",,#TonightVMTV,https://twitter.com/Donal_OKeeffe/status/1214693559141568513
2020-01-07 23:40:15,BryanMallonOFF,OgraFiannaFail,0,2,If some of my followers would do me a favour and sign this petition it would be absolutely great. You don’t need to support Fianna Fáil or myself to do it. Climate Change and our reaction to it transcends party politics but we must call on the government to address this issue. ,,,https://twitter.com/BryanMallonOFF/status/1214693258821079041
2020-01-07 23:33:56,ShopsofDublin,,0,0,What Irish party allows it's pristine waters destroyed in short time. Leaves Irish children on streets while People trading others in for cash and using them to face criticism reaction in racism What Part of All of This can possibly be Fianna Fail or Fine Gael Does not match up,,,https://twitter.com/ShopsofDublin/status/1214691669146255366
2020-01-07 23:25:52,thesuir,,0,0,"#TonightVMTV Fine Gael and Fianna Fail are the main reasons for the worst trolley crisis since records began, not flu.",,#TonightVMTV,https://twitter.com/thesuir/status/1214689640998936578
2020-01-07 23:14:51,PaulFedayn,,1,0,"/4 What about Fianna Fáil's 2016 Manifesto which saw them plaster the country with posters saying ""ABOLISH IRISH WATER""? Oh yeah that's gone as well. It had to go as they voted tomretain Irish water after. However I found it on the wayback machine. Haha. ",,,https://twitter.com/PaulFedayn/status/1214686866420711426
2020-01-07 23:10:32,RobbieShanz,SCienceSophs,0,0,"Unsurprising, considering the level dipshittery you'd need to sling out to be the lad that got laughed out of young fianna fail.",,,https://twitter.com/RobbieShanz/status/1214685780142149638
2020-01-07 23:06:56,mhartytd,,5,37,760 trolleys of pain ⁩ Excuses: 1.Unpredictable flu 2.Staff on holidays 3.Staff not committed to public service 4.Unexpected demographic pressure 5.Fianna Fáil 6.Climate Change 7.Winter Plan not good enough 8.Pts. not taking flu vac ⁦@SimonHarrisTD⁩ ⁦@roinnslainte⁩,@SimonHarrisTD @roinnslainte,,https://twitter.com/mhartytd/status/1214684875414003712
2020-01-07 22:51:51,CllrJohnLyons,,0,0,A truly despise what Fine Gael-Fianna Fail have done to our public hospitals. The fact that we have a two-tier public-private health system means we will always have... ,,,https://twitter.com/CllrJohnLyons/status/1214681079304601601
2020-01-07 22:32:19,tvcritics,NiamhOSulliva10,0,0,Fianna Fáil &amp; buddies for contracts is my guess.,,,https://twitter.com/tvcritics/status/1214676161248288770
2020-01-07 22:21:59,KeepinItSureal,Astraea1974,1,0,"I think they know what a mess there is & are happy to lose the next election. They’ll expect Fianna Fáil to win &amp; they can spend the time criticising them, planning for the election after that. Coveney will be the next leader, he’s been fortunate (or smart enough) to stay clear.",,,https://twitter.com/KeepinItSureal/status/1214673563556483073
2020-01-07 22:17:55,carrollpeter,SenatorMarkDaly,0,1,"Welcome news. Unfortunately, Micheál Martin and Fianna Fáil sat on the fence. The FG backdwon was solely as a result of popular opinion and protests via social media. Not good enough. #RIC #BlackAndTan",,#RIC #BlackAndTan,https://twitter.com/carrollpeter/status/1214672538116280320
